,BA,,,,Nividia,,,0, .IXIC,,,,GE,,,, NOK,,,,,36526,45809
Date,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,,,
03/06/2019, $355.28 ,367.696,389.5916952,0.061629406, $3.67 ,4.39078,4.234128571,-0.042661064," $7,767.02 ",8042.8276,7728.019476,-0.040531412, $50.24 ,50.90282,50.07334762,-0.016511612, $5.10 ,5.312,5.907142857,0.116694678,,,
10/06/2019, $357.40 ,361.692,389.1195238,0.076741813, $3.81 ,4.16262,4.227438095,0.01701709," $7,909.99 ",7951.206,7762.524714,-0.023853531, $52.38 ,50.85302,50.45942381,-0.007514748, $5.19 ,5.174,5.862619048,0.132681897,,,
17/06/2019, $379.31 ,358.676,389.7085714,0.081813217, $3.93 ,3.97266,4.223214286,0.063700782," $8,088.88 ",7869.3932,7806.063952,-0.007829174, $53.32 ,50.4149,50.8996619,0.009091132, $5.19 ,5.12,5.793571429,0.129782549,,,
24/06/2019, $378.98 ,362.54,389.0504762,0.069952177, $4.13 ,3.83276,4.245333333,0.09979279," $8,047.56 ",7824.2832,7841.513429,0.00214105, $52.43 ,50.44476,50.94170476,0.009478921, $5.10 ,5.126,5.719761905,0.116423903,,,
01/07/2019, $365.23 ,366.056,386.7338095,0.056615857, $4.35 ,3.79726,4.267180952,0.108057614," $8,171.97 ",7852.8132,7877.761,0.003052849, $53.37 ,50.7634,50.99689048,0.00437475, $5.12 ,5.16,5.669047619,0.099423363,,,
08/07/2019, $365.45 ,367.24,384.2290476,0.046488022, $4.26 ,3.84562,4.275038095,0.100759795," $8,245.66 ",7901.4374,7914.350762,0.00156608, $51.93 ,51.17166,51.09499048,-0.001476447, $5.10 ,5.146,5.60952381,0.090887021,,,
15/07/2019, $378.40 ,369.274,382.0352381,0.033724202, $4.32 ,3.97948,4.288671429,0.071608557," $8,264.78 ",7997.0848,7949.45719,-0.00576272, $51.78 ,52.34666,51.23725714,-0.021425688, $5.21 ,5.14,5.56,0.080614203,,,
22/07/2019, $382.48 ,373.474,379.01,0.014473959, $4.47 ,4.09744,4.30487619,0.046382441," $8,339.64 ",8092.8138,7984.533571,-0.012983803, $53.27 ,52.6852,51.09626667,-0.029826409, $5.77 ,5.14,5.535714286,0.068581332,,,
29/07/2019, $351.29 ,374.108,374.5711905,0.00131856, $4.40 ,4.1992,4.325138095,0.028632055," $8,325.28 ",8163.771,8016.991952,-0.01763052, $53.72 ,52.56572,51.14842381,-0.026382634, $5.69 ,5.144,5.511904762,0.06465813,,,
05/08/2019, $339.08 ,368.569,371.5430952,0.008771072, $3.96 ,4.307,4.3094,0.000606397," $8,041.12 ",8213.9228,8032.523333,-0.022558983, $48.84 ,52.55576,50.9848381,-0.032163604, $5.45 ,5.26,5.465714286,0.03774574,,,
12/08/2019, $337.40 ,363.339,369.476381,0.018190276, $4.04 ,4.35984,4.281471429,-0.019405366," $8,065.24 ",8269.4672,8042.767952,-0.028108177, $47.72 ,52.81466,50.80584286,-0.042094682, $5.39 ,5.378,5.416904762,0.007224654,,,
19/08/2019, $369.69 ,357.7288,368.881619,0.03016803, $4.34 ,4.28164,4.271590476,-0.002317534," $8,048.58 ",8243.2962,8057.549524,-0.023078189, $44.26 ,51.90852,50.50000476,-0.03182287, $5.25 ,5.444,5.383571429,-0.011510204,,,
26/08/2019, $367.34 ,355.9868,367.3901905,0.031043149, $4.27 ,4.23698,4.246838095,0.002307877," $8,017.91 ",8207.2124,8061.237905,-0.018206053, $41.12 ,51.06712,50.02109524,-0.025435562, $5.03 ,5.501,5.339285714,-0.032149957,,,
03/09/2019, $364.91 ,352.9588,366.674,0.037585158, $4.53 ,4.24068,4.2321,-0.001895169," $8,134.42 ",8163.9726,8068.015429,-0.011796443, $45.95 ,49.56352,49.9476,0.008357941, $5.05 ,5.509,5.295952381,-0.042187647,,,
09/09/2019, $384.00 ,355.6838,366.6435238,0.028540947, $4.71 ,4.20052,4.229647619,0.006184208," $8,243.80 ",8099.6268,8077.12981,-0.00272896, $47.37 ,47.13388,49.98671905,0.060220908, $5.25 ,5.361,5.266419048,-0.018016106,,,
16/09/2019, $388.52 ,364.6678,366.8206667,0.005541199, $4.54 ,4.22628,4.2163,-0.002198238," $8,237.43 ",8061.4536,8081.205238,0.002397792, $47.50 ,45.5805,49.9748619,0.092518141, $5.33 ,5.233,5.241895238,0.001670467,,,
23/09/2019, $391.00 ,374.892,367.0920952,-0.019948606, $4.48 ,4.37672,4.209333333,-0.037400663," $8,158.84 ",8101.9892,8080.384048,-0.002648068, $46.75 ,45.28676,49.70458571,0.094497935, $5.18 ,5.19296,5.232847619,0.007700313,,,
30/09/2019, $383.77 ,379.154,367.6297143,-0.030029147, $4.58 ,4.47702,4.212680952,-0.057731075," $8,062.50 ",8136.4266,8076.90581,-0.007382423, $45.31 ,45.24194,49.3750381,0.091224876, $5.11 ,5.18096,5.230261905,0.009656248,,,
07/10/2019, $378.15 ,382.44,368.4944762,-0.036878286, $4.73 ,4.50486,4.242333333,-0.055461427," $8,115.80 ",8158.4774,8084.980429,-0.009056039, $44.41 ,45.73982,49.02652381,0.074007359, $5.12 ,5.16696,5.23502381,0.013293713,,,
14/10/2019, $378.70 ,385.088,369.3182857,-0.041641707, $4.98 ,4.56632,4.294228571,-0.054611611," $8,183.64 ",8167.3956,8103.037476,-0.007864245, $45.31 ,46.57626,48.7847,0.048744225, $5.28 ,5.1821,5.240261905,0.011015512,,,
21/10/2019, $350.80 ,384.028,368.9130476,-0.043087093, $5.13 ,4.60756,4.363514286,-0.047530571," $8,249.97 ",8163.6718,8129.524762,-0.00413905, $45.56 ,46.26758,48.6922381,0.05322415, $5.27 ,5.1961,5.24597619,0.009464173,,,
28/10/2019, $350.00 ,376.484,368.661619,-0.02234966, $5.22 ,4.66202,4.437347619,-0.043020083," $8,386.75 ",8151.6398,8159.035905,0.00088188, $51.70 ,45.85434,48.76217619,0.056239627, $3.70 ,5.20214,5.179309524,-0.006170399,,,
04/11/2019, $361.61 ,368.284,368.8620952,0.00159867, $5.29 ,4.78092,4.507990476,-0.051569112," $8,483.16 ",8154.148,8186.329286,0.003793552, $57.50 ,45.466,49.00637143,0.061566752, $3.65 ,5.19114,5.10597619,-0.023332551,,,
11/11/2019, $373.48 ,363.852,368.5844762,0.012671298, $5.30 ,4.93032,4.572904762,-0.067481401," $8,540.83 ",8199.731,8207.850667,0.000950688, $57.65 ,46.45678,49.21263333,0.047799864, $3.57 ,4.89514,5.028833333,0.037449113,,,
18/11/2019, $375.60 ,362.918,368.4236476,0.014658172, $5.36 ,5.07306,4.631452381,-0.082331112," $8,589.76 ",8283.8618,8233.669667,-0.005843253, $58.35 ,48.89636,49.4947619,0.010255213, $3.49 ,4.604,4.952166667,0.099761223,,,
25/11/2019, $374.77 ,362.29852,368.8779333,0.01755587, $5.54 ,5.18566,4.687952381,-0.089915202," $8,705.91 ",8368.8682,8259.095381,-0.012608994, $58.95 ,51.54506,49.76029524,-0.030276678, $3.51 ,4.294,4.8755,0.165669516,,,
02/12/2019, $367.38 ,367.09252,368.9698381,0.005110017, $5.43 ,5.26196,4.743342857,-0.09559763," $8,672.85 ",8450.0926,8279.437476,-0.019676948, $57.36 ,54.15392,50.01871905,-0.072097974, $3.54 ,3.936,4.801214286,0.244410815,,,
09/12/2019, $353.60 ,370.56852,367.7888857,-0.007860957, $5.72 ,5.34212,4.810328571,-0.092897446," $8,768.87 ",8541.2814,8303.44181,-0.027123171, $57.75 ,56.8325,50.30321905,-0.113054095, $3.62 ,3.584,4.7255,0.315331492,,,
16/12/2019, $336.23 ,368.96652,365.5866476,-0.010052173, $6.01 ,5.38262,4.883542857,-0.083043885," $8,931.91 ",8598.5004,8331.645,-0.029876647, $56.56 ,57.96268,50.45969524,-0.132658367, $3.63 ,3.552,4.623595238,0.2952053,,,
23/12/2019, $340.59 ,361.51712,365.0773571,0.010453149, $6.05 ,5.46902,4.961961905,-0.083876416," $9,052.00 ",8655.6436,8366.250714,-0.031970042, $55.91 ,58.01248,50.56400952,-0.133219173, $3.64 ,3.546,4.52597619,0.269224228,,,
30/12/2019, $334.89 ,354.51458,364.8778333,0.030945246, $6.00 ,5.61168,5.059104762,-0.092129654," $9,093.43 ",8733.859,8416.360667,-0.034915142, $59.75 ,57.79342,51.08322381,-0.112313749, $3.89 ,3.558,4.451690476,0.229740482,,,
06/01/2020, $344.19 ,346.53858,365.2012143,0.054221896, $6.21 ,5.74798,5.162690476,-0.094191883," $9,235.20 ",8826.3076,8472.072762,-0.038357046, $60.92 ,57.3055,51.71149524,-0.091832809, $4.08 ,3.588,4.389547619,0.19645775,,,
13/01/2020, $335.35 ,341.90058,363.5659762,0.064605326, $6.32 ,5.84048,5.25737619,-0.092194698," $9,393.48 ",8903.8104,8536.115714,-0.039143594, $60.69 ,57.46482,52.49387143,-0.08190586, $4.24 ,3.664,4.341452381,0.159776505,,,
21/01/2020, $326.60 ,338.25058,361.6259714,0.071571949, $6.49 ,5.99824,5.3629,-0.097932948," $9,451.43 ",9016.2806,8604.378667,-0.043580902, $59.20 ,58.17678,53.35448571,-0.081461251, $4.17 ,3.772,4.3005,0.126738609,,,
27/01/2020, $327.18 ,336.32396,359.8290667,0.071842612, $6.23 ,6.11828,5.444066667,-0.10818918," $9,329.12 ",9141.203,8661.269095,-0.051444741, $64.72 ,58.76426,54.24829048,-0.069772936, $4.07 ,3.896,4.253833333,0.087919738,,,
03/02/2020, $343.44 ,333.64098,357.8976381,0.070628518, $6.36 ,6.21382,5.522461905,-0.10876738," $9,575.66 ",9245.1082,8724.690952,-0.054347947, $65.17 ,59.292,55.0958619,-0.064385695, $4.42 ,4.004,4.214319048,0.047583495,,,
10/02/2020, $349.95 ,335.35098,356.0609714,0.059179858, $7.37 ,6.25112,5.657428571,-0.080508174," $9,748.32 ",9300.5308,8796.638048,-0.051690225, $66.02 ,61.05448,55.97781429,-0.076897856, $4.53 ,4.09,4.176461905,0.019086513,,,
18/02/2020, $341.47 ,336.50298,353.7026,0.050368725, $7.91 ,6.32282,5.820880952,-0.063472313," $9,838.37 ",9396.9764,8876.616,-0.052890905, $64.47 ,62.13984,56.82183333,-0.082481813, $4.25 ,4.196,4.13217619,-0.015017367,,,
24/02/2020, $321.74 ,337.72782,350.7487905,0.040470475, $7.05 ,6.55492,5.938404762,-0.087488681," $9,322.88 ",9499.6008,8936.633905,-0.060385533, $60.04 ,63.16048,57.5236,-0.093879468, $4.43 ,4.286,4.1,-0.041986456,,,
02/03/2020, $297.44 ,336.75584,346.9054571,0.034123242, $7.12 ,6.87158,6.052157143,-0.115050315," $9,070.32 ",9588.5786,8982.087476,-0.066865446, $56.66 ,63.91726,58.10682381,-0.102552432, $3.96 ,4.288,4.044761905,-0.061423761,,,
09/03/2020, $241.48 ,330.80884,340.3711714,0.039598855, $6.53 ,6.98344,6.125714286,-0.131411937," $8,347.40 ",9562.8676,8989.885714,-0.068641959, $44.06 ,64.08654,58.04755238,-0.137056593, $3.45 ,4.34,3.957619048,-0.110835059,,,
16/03/2020, $151.00 ,310.41684,330.8568857,0.135364541, $5.76 ,7.16154,6.155404762,-0.174736929," $7,422.20 ",9511.109,8950.468095,-0.075535677, $36.49 ,62.47342,57.6160619,-0.133099089, $2.80 ,4.318,3.84,-0.170714286,,,
23/03/2020, $186.48 ,270.62684,323.070219,0.281227901, $6.58 ,7.19568,6.219947619,-0.148334937," $7,809.83 ",9265.4578,8922.995476,-0.043850192, $41.32 ,58.25144,57.12174286,-0.027337754, $3.19 ,4.124,3.815714286,-0.09664129,,,
30/03/2020, $160.64 ,239.628,313.500219,0.459861921, $6.89 ,6.87242,6.295780952,-0.083752948," $7,880.31 ",8800.2342,8894.288714,0.011935378, $40.73 ,52.34664,56.32277143,0.097630799, $3.20 ,3.778,3.794280952,0.005087957,,,
06/04/2020, $164.80 ,207.408,303.5630762,0.583465268, $6.96 ,6.6064,6.374819048,-0.033290823," $8,227.91 ",8394.5248,8879.387667,0.058929065, $38.59 ,47.7164,55.41474286,0.199514398, $3.34 ,3.566,3.783328571,0.065068435,,,
13/04/2020, $156.00 ,180.88,293.1058095,0.719396215, $7.48 ,6.57404,6.475352381,-0.013202357," $8,670.30 ",8106.012,8883.223143,0.089640587, $36.05 ,43.85288,54.35260952,0.291285337, $3.68 ,3.31998,3.792357143,0.128377308,,,
20/04/2020, $151.63 ,163.784,282.4800905,0.78280135, $7.34 ,6.54084,6.561171429,0.002770893," $8,684.91 ",7937.529,8882.223048,0.108774165, $33.61 ,40.23832,53.14585238,0.384077306, $3.52 ,3.19598,3.792833333,0.169560606,,,
27/04/2020, $147.18 ,163.90998,271.9943762,0.734368774, $7.61 ,6.73044,6.664980952,-0.00860737," $8,957.27 ",8002.1098,8895.766857,0.099768965, $34.45 ,38.63516,52.05526667,0.389519248, $3.70 ,3.2419,3.800452381,0.150960103,,,
04/05/2020, $135.55 ,156.04998,261.6110429,0.778761069, $7.82 ,7.04634,6.764709524,-0.036019655," $9,125.98 ",8254.6522,8912.772095,0.072114975, $32.16 ,38.05762,50.83665714,0.397323527, $3.59 ,3.3859,3.79902381,0.11507627,,,
11/05/2020, $133.12 ,151.03198,251.9389952,0.758015439, $8.50 ,7.25176,6.883314286,-0.043344005," $9,250.96 ",8484.1402,8927.965238,0.047976096, $31.27 ,36.68348,49.63227143,0.414141334, $3.63 ,3.4879,3.79902381,0.085709038,,,
18/05/2020, $144.24 ,144.69598,242.5889524,0.678685878, $9.09 ,7.43852,7.028442857,-0.045098113," $9,405.25 ",8733.2738,8944.786714,0.022488806, $32.61 ,34.9708,48.52272381,0.415564238, $3.89 ,3.56592,3.810928571,0.062984209,,,
26/05/2020, $156.70 ,142.34378,234.1037143,0.585577117, $9.18 ,7.74736,7.180057143,-0.061786255," $9,523.64 ",8937.8848,8965.273143,0.002875826, $37.29 ,33.50704,47.45347619,0.373990335, $3.98 ,3.62392,3.815214286,0.048063891,,,
01/06/2020, $218.79 ,143.3578,228.1322857,0.387469655, $9.00 ,8.07096,7.312590476,-0.084291378," $9,845.69 ",9084.8746,8994.344238,-0.009194924, $42.62 ,32.81998,46.58219524,0.322918735, $4.50 ,3.666,3.835214286,0.037603175,,,
08/06/2020, $234.20 ,157.6798,223.315619,0.280255419, $9.50 ,8.4398,7.463795238,-0.102737343," $10,086.89 ",9252.6208,9027.363571,-0.022331685, $42.67 ,33.55684,45.72395238,0.285158454, $4.54 ,3.758,3.8495,0.020154185,,,
15/06/2020, $208.30 ,177.4098,217.6822905,0.193338889, $9.45 ,8.7182,7.604628571,-0.117900628," $10,053.91 ",9430.3056,9056.053,-0.037224582, $38.54 ,35.18988,44.74005714,0.247827389, $4.44 ,3.918,3.862357143,-0.012532175,,,
22/06/2020, $190.12 ,192.4458,211.1558619,0.098411855, $9.64 ,9.05444,7.767042857,-0.133512797," $10,221.85 ",9622.4872,9098.564048,-0.051255233, $35.75 ,37.2909,43.36023333,0.169783435, $4.45 ,4.108,3.880452381,-0.051134296,,,
29/06/2020, $194.50 ,201.622,204.063481,0.012552601, $9.74 ,9.24334,7.928052381,-0.135074467," $10,310.36 ",9783.0768,9133.550143,-0.062997452, $35.05 ,38.7447,41.92587619,0.090760054, $4.50 ,4.27,3.884261905,-0.085719577,,,
06/07/2020, $189.36 ,209.182,196.4163381,-0.067414776, $10.66 ,9.35324,8.084290476,-0.119090924," $10,622.35 ",9946.3956,9175.170762,-0.072603969, $35.25 ,39.37202,40.4607,0.030884889, $4.75 ,4.382,3.894738095,-0.102581454,,,
13/07/2020, $189.53 ,203.296,189.1809,-0.074474226, $10.79 ,9.4644,8.221633333,-0.115154155," $10,824.79 ",10103.7398,9222.14281,-0.081442448, $35.90 ,38.92392,39.0998381,0.004900662, $4.47 ,4.486,3.905214286,-0.12992969,,,
20/07/2020, $182.95 ,194.362,182.5718524,-0.064444644, $10.60 ,9.79606,8.390952381,-0.132526066," $10,839.93 ",10259.0722,9294.383333,-0.088994029, $35.57 ,37.4502,37.93457143,0.013616189, $4.55 ,4.536,3.910928571,-0.137378336,,,
27/07/2020, $174.14 ,189.292,176.7004238,-0.072307202, $10.77 ,10.0545,8.564485714,-0.138393562," $10,747.80 ",10406.6514,9374.263381,-0.096055726, $34.85 ,36.09598,36.89614762,0.022959477, $4.95 ,4.522,3.958071429,-0.113924964,,,
03/08/2020, $175.57 ,186.096,173.5618524,-0.071391169, $11.50 ,10.286,8.80152381,-0.12903103," $11,126.04 ",10563.855,9506.579429,-0.095027149, $32.16 ,35.5035,36.32951905,0.025682436, $5.14 ,4.544,4.038547619,-0.098337039,,,
10/08/2020, $189.97 ,182.31,175.4175667,-0.036281694, $11.72 ,10.5108,9.085514286,-0.121592734," $11,124.85 ",10669.0462,9682.896048,-0.088643913, $34.85 ,35.32426,36.25128095,0.026599322, $5.08 ,4.644,4.147119048,-0.097811211,,,
17/08/2020, $178.29 ,182.432,175.0275667,-0.041530278, $12.81 ,10.86426,9.382219048,-0.115705806," $11,326.22 ",10832.1808,9850.34319,-0.086687177, $33.31 ,34.74674,35.86957619,0.033710807, $5.14 ,4.772,4.23997619,-0.103506578,,,
24/08/2020, $181.31 ,180.184,176.0118524,-0.023011128, $13.15 ,11.07756,9.680457143,-0.106259724," $11,730.01 ",10932.6804,10033.66229,-0.076642544, $33.36 ,34.66708,35.51869524,0.025529795, $5.08 ,4.838,4.329266667,-0.100243021,,,
31/08/2020, $180.85 ,179.856,176.7761381,-0.017029925, $14.73 ,11.48086,10.05047619,-0.097128604," $12,074.07 ",11032.9664,10216.81267,-0.067595605, $33.31 ,34.1493,35.26738571,0.033568184, $4.94 ,4.972,4.405457143,-0.114684789,,,
08/09/2020, $166.90 ,181.198,177.2951857,-0.023384148, $13.07 ,11.98996,10.31668095,-0.128070465," $11,299.53 ",11210.9836,10342.01376,-0.076903205, $31.66 ,33.7062,35.05875238,0.042714563, $4.25 ,5.077,4.432619048,-0.151619048,,,
14/09/2020, $170.57 ,179.464,178.1970952,-0.007427477, $13.32 ,12.782,10.60132381,-0.163775906," $11,245.42 ",11476.236,10463.94248,-0.090018334, $35.75 ,33.39752,35.1607,0.049323169, $4.20 ,5.075,4.465,-0.145238095,,,
21/09/2020, $160.42 ,175.584,178.8275714,0.020219246, $12.88 ,13.0941,10.85268095,-0.173975942," $10,979.65 ",11510.934,10560.24643,-0.086586343, $33.11 ,33.29794,35.09668571,0.054328491, $3.99 ,4.897,4.478809524,-0.104809643,,,
28/09/2020, $172.76 ,172.01,180.5994762,0.049719126, $13.76 ,13.41274,11.13572381,-0.165448363," $11,344.13 ",11535.0472,10665.87262,-0.076618877, $31.86 ,33.47718,35.08245714,0.050379022, $4.04 ,4.721,4.500238095,-0.054644036,,,
05/10/2020, $175.56 ,170.3,182.6204286,0.07017788, $14.14 ,13.4277,11.40436667,-0.143072644," $11,581.23 ",11465.7338,10776.83795,-0.059483804, $35.20 ,33.43734,35.26975238,0.052057466, $4.13 ,4.491,4.524047619,0.008001845,,,
12/10/2020, $173.42 ,169.242,184.01,0.085157421, $14.35 ,13.55064,11.65462857,-0.132140045," $11,965.54 ",11388.5572,10898.75638,-0.040934285, $36.59 ,33.1386,35.45941905,0.063420927, $4.10 ,4.284,4.534047619,0.060987224,,,
19/10/2020, $170.84 ,170.546,184.6833333,0.082751893, $13.98 ,13.4337,11.88328571,-0.110874551," $11,778.11 ",11289.991,11006.11181,-0.024102276, $39.98 ,33.51698,35.58744286,0.051788242, $4.34 ,4.122,4.551190476,0.098891815,,,
26/10/2020, $165.50 ,170.6,182.1457143,0.069762624, $13.69 ,13.69034,12.10689524,-0.115640684," $11,545.63 ",11423.1936,11087.06133,-0.029113378, $39.13 ,34.50278,35.42148095,0.023476374, $4.31 ,4.092,4.542142857,0.104441498,,,
02/11/2020, $158.47 ,171.616,178.5395238,0.043689808, $14.59 ,13.82404,12.34921905,-0.101092684," $11,924.28 ",11529.732,11174.55614,-0.029785937, $40.53 ,35.34916,35.3195381,-0.000730916, $3.61 ,4.12,4.497857143,0.104669569,,,
09/11/2020, $193.95 ,168.758,177.8561905,0.046909979, $14.69 ,13.9859,12.59905238,-0.094397959," $12,108.07 ",11642.9282,11272.37305,-0.030603994, $46.85 ,36.55402,35.71546667,-0.017898646, $3.86 ,4.184,4.470238095,0.074154947,,,
16/11/2020, $223.02 ,172.436,179.4228571,0.031328388, $13.65 ,14.15112,12.7898619,-0.099729521," $11,950.18 ",11758.958,11354.67476,-0.033830715, $50.04 ,38.28664,36.39589524,-0.037787311, $3.98 ,4.098,4.447857143,0.087903805,,,
23/11/2020, $222.95 ,182.356,180.777619,-0.007079529, $13.41 ,14.26102,12.96462381,-0.096691866," $12,236.23 ",11864.3242,11446.38271,-0.034156064, $54.02 ,40.6167,37.29918571,-0.061413273, $4.14 ,4.044,4.430714286,0.093409248,,,
30/11/2020, $242.00 ,192.778,183.2842857,-0.039230224, $13.67 ,14.12122,13.10834286,-0.074076465," $12,464.23 ",11861.2528,11534.09133,-0.026248024, $54.42 ,43.30522,38.21195714,-0.09359553, $4.11 ,4.02,4.400238095,0.092515352,,,
07/12/2020, $244.08 ,208.078,185.8819048,-0.090937788, $13.73 ,14.00602,13.2483,-0.055181957," $12,607.14 ",11952.8776,11618.96552,-0.026485943, $57.21 ,46.11324,39.22667619,-0.120382055, $4.28 ,3.98,4.391190476,0.096072541,,,
14/12/2020, $237.63 ,225.2,188.4857143,-0.154501897, $13.46 ,14.00214,13.3845619,-0.045868842," $12,809.60 ",12136.5982,11712.75943,-0.033087588, $56.51 ,49.1702,40.22361429,-0.158321711, $4.12 ,3.94,4.370714286,0.104542302,,,
21/12/2020, $224.40 ,233.936,190.8791524,-0.191873554, $13.37 ,13.83064,13.5085381,-0.024091392," $12,841.92 ",12273.1708,11812.47933,-0.035874031, $54.67 ,52.50596,41.16720476,-0.207416128, $3.92 ,4.074,4.321666667,0.063180272,,,
28/12/2020, $221.68 ,234.21244,193.0748667,-0.185571875, $13.21 ,13.58514,13.58991905,0.000361671," $12,973.33 ",12413.4778,11900.44581,-0.039545118, $53.99 ,54.43772,42.20681429,-0.226520906, $3.98 ,4.126,4.266428571,0.035283561,,,
04/01/2021, $216.60 ,233.95844,194.3429619,-0.182896944, $13.65 ,13.52924,13.68185714,0.011178696," $13,208.09 ",12591.8254,11999.64776,-0.044834464, $57.85 ,55.36376,43.30214286,-0.208486603, $4.09 ,4.114,4.219285714,0.025742228,,,
11/01/2021, $214.19 ,228.87844,196.0524857,-0.153256241, $13.96 ,13.4905,13.73672857,0.017636886," $13,220.16 ",12739.2458,12089.83543,-0.049122746, $59.30 ,55.35878,44.53971905,-0.182455452, $4.25 ,4.082,4.176904762,0.022330532,,,
19/01/2021, $215.59 ,222.90044,197.6848667,-0.116960774, $14.00 ,13.48632,13.77727143,0.020783136," $13,567.14 ",12888.0174,12177.31752,-0.05238392, $58.00 ,56.04586,45.71328095,-0.178140236, $4.23 ,4.078,4.136666667,0.013869188,,,
25/01/2021, $208.35 ,218.49244,198.9943905,-0.093583151, $13.83 ,13.53226,13.7345,0.014624869," $13,728.98 ",13010.62,12256.12319,-0.054956493, $60.89 ,56.46408,47.02672381,-0.154989739, $9.79 ,4.072,4.367619048,0.030196021,,,
01/02/2021, $213.20 ,215.282,201.1990952,-0.066055272, $13.93 ,13.63934,13.7757619,0.009792123," $13,878.16 ",13162.1276,12378.91505,-0.056434915, $57.50 ,56.7628,48.25718571,-0.147911894, $4.99 ,4.094,4.402857143,0.061895219,,,
08/02/2021, $217.49 ,213.58576,203.433381,-0.046679751, $15.29 ,13.73104,13.8698619,0.009078608," $14,109.12 ",13339.5402,12515.28181,-0.058420268, $58.45 ,58.0075,49.33828571,-0.148316943, $4.35 ,5.268,4.41,-0.197241379,,,
16/02/2021, $218.71 ,213.76376,206.2090952,-0.034541927, $15.37 ,13.87464,13.98838571,0.007399298," $14,175.12 ",13520.5048,12667.4469,-0.060179963, $59.89 ,58.7095,50.61379524,-0.135166305, $4.20 ,5.47,4.42,-0.25,,,
22/02/2021, $229.61 ,214.66776,208.9162381,-0.025049092, $15.13 ,14.20236,14.05365238,-0.009826516," $13,757.06 ",13700.7102,12782.34833,-0.066755673, $66.47 ,58.82898,52.26152857,-0.098808592, $4.34 ,5.522,4.434285714,-0.250625411,,,
01/03/2021, $237.10 ,217.47176,211.8468429,-0.023723547, $13.93 ,14.48466,14.04331905,-0.031694144," $13,601.33 ",13891.702,12878.54343,-0.074489664, $70.35 ,58.94846,53.9353381,-0.071259931, $4.10 ,5.512,4.432852381,-0.263213156,,,
08/03/2021, $269.72 ,223.2223,216.4325571,-0.025173301, $13.05 ,14.71144,13.98130952,-0.055964563," $13,433.62 ",13929.6866,12948.45195,-0.07304321, $71.77 ,60.64124,55.61033333,-0.070098799, $4.23 ,5.534,4.438804762,-0.259217808,,,
15/03/2021, $278.57 ,234.52654,221.562419,-0.046538593, $13.51 ,14.73074,13.95888095,-0.057121854," $13,620.71 ",13904.156,13036.195,-0.063723619, $68.16 ,62.53316,56.95222857,-0.081880824, $4.39 ,4.39598,4.441185714,0.010297429,,,
22/03/2021, $257.67 ,246.74196,225.9514619,-0.080686561, $13.39 ,14.55364,13.94467619,-0.045463721," $13,455.64 ",13815.2486,13127.14805,-0.051138437, $65.92 ,65.386,58.2277381,-0.10859228, $4.11 ,4.24298,4.431661905,0.045908006,,,
29/03/2021, $257.88 ,254.53394,230.6852714,-0.092479714, $13.87 ,14.19792,13.91044762,-0.020726199," $13,487.08 ",13717.5674,13201.56686,-0.038258892, $66.84 ,67.32772,59.48072381,-0.117400055, $4.08 ,4.25098,4.454042857,0.049770308,,,
05/04/2021, $260.48 ,260.18794,233.8533667,-0.101100174, $14.47 ,13.80232,13.89997143,0.006747844," $13,905.41 ",13573.673,13287.15486,-0.020604792, $68.86 ,68.53258,60.52863333,-0.116241481, $4.15 ,4.23298,4.467852381,0.056595754,,,
12/04/2021, $258.37 ,264.8634,235.5367,-0.113506599, $16.21 ,13.54966,14.0221,0.029137423," $14,062.50 ",13519.6758,13387.74114,-0.009382023, $68.66 ,68.60726,61.41532857,-0.104751459, $4.19 ,4.18098,4.477852381,0.070852597,,,
19/04/2021, $247.00 ,262.5934,236.6819381,-0.104904704, $15.81 ,13.65896,14.13638571,0.030202481," $14,062.74 ",13580.4922,13474.71757,-0.007521625, $68.08 ,68.30854,62.08509048,-0.091407729, $4.23 ,4.191,4.482138095,0.068826973,,,
26/04/2021, $244.65 ,256.27998,236.8081286,-0.079590646, $15.67 ,14.29254,14.23148571,-0.003896129," $14,211.57 ",13706.2674,13557.92424,-0.010438195, $69.70 ,67.6862,62.8129381,-0.069915066, $4.93 ,4.184,4.521185714,0.068394668,,,
03/05/2021, $237.10 ,253.676,236.4757476,-0.072544295, $15.25 ,14.75154,14.30365238,-0.029375844," $14,042.12 ",13794.6724,13626.25667,-0.011993608, $67.36 ,67.67126,63.29659048,-0.064942112, $5.18 ,4.152,4.564042857,0.079544953,,,
10/05/2021, $241.10 ,249.52,236.641219,-0.053415675, $14.81 ,15.20674,14.36755714,-0.056678567," $13,687.93 ",13945.8582,13668.0819,-0.020293521, $67.61 ,68.42804,63.82528571,-0.0680765, $5.15 ,4.316,4.613090476,0.057687471,,,
17/05/2021, $236.30 ,245.64498,237.207781,-0.035705455, $15.22 ,15.4821,14.45574762,-0.067425593," $13,616.58 ",14056.868,13704.97029,-0.025843332, $66.42 ,68.5326,64.38480476,-0.062451183, $5.16 ,4.536,4.6719,0.026362755,,,
